REPORTER_DEA_NO,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,TRANSACTION_CODE,DRUG_CODE,DRUG_NAME,QUANTITY,TRANSACTION_DATE,Product_Name,year,month
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,6122009,HYDROCODONE BITARTRATE AND ACETA 10M,2009,61
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7132009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,71
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,7282009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,72
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,12.0,7022009,ENDOCET TABS - 10MG OXYCODONE.HCL &,2009,70
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,8.0,9012009,ENDOCET TABS - 10MG OXYCODONE.HCL &,2009,90
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,6.0,10142009,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2009,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,10202009,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2009,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,12142009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,3042010,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2010,30
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,3182010,HYDROCODONE BITARTRATE AND ACETA 10M,2010,31
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,4122010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,41
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,4162010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,41
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4272010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,42
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5272010,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2010,52
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,12.0,7072010,OXYCODONE HYDROCHLORIDE 30MG TABLET,2010,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,7.0,7262010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,72
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,12.0,8062010,ENDOCET TABS - 10MG OXYCODONE.HCL &,2010,80
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,8262010,"OXYCOD.HCL/APAP;10MG & 650MG/TAB,BOT",2010,82
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9272010,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2010,92
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10012010,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2010,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,20.0,10122010,OXYCODONE HYDROCHLORIDE 30MG TABLET,2010,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,5.0,10202010,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2010,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1092006,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6012006,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2006,60
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,6082006,COMBUNOX - 5MG / 400MG OXYCODONE.HCL,2006,60
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7142006,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2006,71
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,8182006,OXYCODONE HYDROCHLORIDE EXTENDED REL,2006,81
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,8282006,ACET/OXYCOD.HCL;500MG&5.35MG/TAB,2006,82
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,10172006,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,10222007,OXYCODONE & ASPIRIN 4.5MG OXYCOD.HCL,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,10302007,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,12062007,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2007,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,12192007,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2007,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12272007,VICOPROFEN TABLETS 7.5MG HYDROCODONE,2007,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,1032008,ENDOCET TABS - 10MG OXYCODONE.HCL &,2008,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,4.0,4292008,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2008,42
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,7.0,6172008,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2008,61
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,8132008,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,2008,81
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,12172008,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,2008,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,4162009,ENDOCET TABS - 10MG OXYCODONE.HCL &,2009,41
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,9022009,OXYCODONE HYDROCHLORIDE 5MG&ACETAMIN,2009,90
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11092009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,11
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,12162009,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,3252010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,32
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,7152010,ENDOCET TABS - 10MG OXYCODONE.HCL &,2010,71
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,7202010,ENDOCET TABS - 10MG OXYCODONE.HCL &,2010,72
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7022010,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010,70
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,10.0,12172010,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,4.0,1242006,ACET/OXYCOD.HCL;500MG&5.35MG/TAB,2006,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,2242006,HYDROCODONE BITARTRATE AND ACETA 10M,2006,22
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,7182006,OXYCODO.HCL 5.35MG/TAB,2006,71
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,8032006,OXYCODONE HYDROCHLORIDE - ER - 80MG/,2006,80
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,4.0,10202006,OXYCODONE HYDRCHLORIDE 40MG EXTENDED,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,4.0,12012006,OXYCODONE HYDROCHLORIDE CR 20MG TABL,2006,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,6.0,12292006,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2006,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,6.0,1162007,ENDOCET TABS - 10MG OXYCODONE.HCL &,2007,11
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,1032007,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,4.0,7202007,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,2007,72
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,8.0,7302007,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2007,73
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,2122008,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2008,21
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,8012008,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2008,80
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12032008,VICODIN HP TABLETS 10MG HYDROCODONE.,2008,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,7242009,OXYCONTIN 15MG CONTROLLED RELEASE OX,2009,72
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,1042010,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,2010,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,2042010,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2010,20
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,4062010,OXYCONTIN 30MG COTROLLED RELEASE OXY,2010,40
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10172006,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,7192007,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2007,71
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,6092008,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2008,60
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,6102008,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2008,61
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,11132008,OXYCODONE HYDROCHLORIDE 30MG TABLET,2008,11
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,8312009,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,2009,83
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12022009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,10072010,OXYCONTIN 20MG OXYCODONE HCL CR TABL,2010,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4042007,VICODIN ES TABLETS 7.5MG HYDROCODONE,2007,40
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10252007,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,3112008,VICODIN ES TABLETS 7.5MG HYDROCODONE,2008,31
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6192008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,61
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6302008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,63
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7172008,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2008,71
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,2132009,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,2009,21
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,3162009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,31
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,3232009,ENDOCET TABS - 10MG OXYCODONE.HCL &,2009,32
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10122009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11092009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1262010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4062010,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2010,40
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,4132010,ENDOCET TABS - 10MG OXYCODONE.HCL &,2010,41
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7062010,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2010,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7092010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9012010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,90
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10112010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7052006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8232006,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2006,82
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11082006,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2006,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,2092007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,20
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,6062007,OXYCODONE.HCL ER 20MG TABS,2007,60
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7312007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,73
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6132008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,61
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7022008,LORTAB 7.5MG HYDROCODONE.BIT / 500MG,2008,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1192009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,3.0,4012009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,40
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6082009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,60
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8122009,VICODIN ES TABLETS 7.5MG HYDROCODONE,2009,81
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,9292009,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,2009,92
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,10282009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12232009,HYDROCODONE BIT & ACETA 7.5MG/500MG,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12302009,HYDROCODONE BIT & ACETA 7.5MG/500MG,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1222010,HYDROCODONE BIT & ACETA 7.5MG/500MG,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,3162010,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010,31
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5042010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,50
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5212010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,52
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7272010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,72
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9012010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,90
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12292010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,5102010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,51
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,6222006,ENDOCET TABS - 10MG OXYCODONE.HCL &,2006,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1222007,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2007,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,5142007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,51
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7172007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,71
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10012007,LORCET HYD.BIT10MG/ACET650MG TAB,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11122007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7112008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,71
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8252008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,82
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9092008,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2008,90
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10212008,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2008,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,3162009,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2009,31
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,3272009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,32
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7132009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,71
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4272010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,42
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5122010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,51
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,3142006,ACET/OXYCOD.HCL;500MG&5.35MG/TAB,2006,31
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,3.0,8232006,"LORTAB 10MG/500MG/TAB,HYDROCOD.BIT.&",2006,82
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,5172007,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2007,51
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,11142007,ENDOCET TABS - 10MG OXYCODONE.HCL &,2007,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4042008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,40
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,5082008,ENDOCET TABS - 10MG OXYCODONE.HCL &,2008,50
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7012008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,1082009,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2009,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,3102009,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2009,31
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4282009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,42
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,6262009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7152009,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2009,71
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10292009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,1182010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,6242010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7022010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,8202010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,82
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9242010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,92
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,11282006,COMBUNOX - 5MG / 400MG OXYCODONE.HCL,2006,11
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,4272007,"OXYCOD.HCL/APAP;10MG & 650MG/TAB,BOT",2007,42
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,6052007,ENDOCET TABS - 10MG OXYCODONE.HCL &,2007,60
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,6122007,"OXYCOD.HCL/APAP;10MG & 650MG/TAB,BOT",2007,61
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,9242007,OXYCODONE HYDROCHLORIDE 30MG TABLET,2007,92
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,10172007,OXYCODONE.HCL ER 20MG TABS,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,5.0,1152008,ENDOCET TABS - 10MG OXYCODONE.HCL &,2008,11
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,3042008,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2008,30
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,5062008,PERCOCET TABLETS 10MG OXYCODONE HCL/,2008,50
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,5132008,ACET/OXYCOD.HCL;500MG&5.35MG/TAB,2008,51
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,6172008,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2008,61
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,9302008,OXYCODONE AND ACETA 7.5MG / 500MG TA,2008,93
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,10.0,11112008,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2008,11
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,5.0,6162009,ENDOCET TABS - 10MG OXYCODONE.HCL &,2009,61
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,11032009,OXYCONTIN 15MG CONTROLLED RELEASE OX,2009,11
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,8.0,12072009,ENDOCET TABS - 10MG OXYCODONE.HCL &,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,2102010,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2010,21
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5182010,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2010,51
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,6.0,10012010,OXYCODONE HYDROCHLORIDE 30MG TABLET,2010,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4062009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,40
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9162009,HYDROCODONE BITARTRATE/ACETA 7.5MG/3,2009,91
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9232009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,92
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8202010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,82
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9162010,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",2010,91
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,3.0,10272010,HYDROCODONE BIT/ACETA 5MG/325MG USP,2010,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1062006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,2272006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,22
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,4.0,3012006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,30
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,3222006,OXYCODONE HYDRCHLORIDE 40MG EXTENDED,2006,32
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,3242006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,32
