REPORTER_DEA_NO,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,DRUG_NAME,QUANTITY,TRANSACTION_DATE,Product_Name,Year,Month,StateFIPS,CountyName,StateName,CountyFIPS,StateAbbr,STATE_COUNTY,state_abbrev,FIP_unique,State,Population,county_test
PB0034861,TX,75662.0,gregg,S,9193.0,HYDROCODONE,1.0,1112006.0,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2006.0,1.0,48,gregg,Texas,48183,TX,TX | GREGG,TX,4818348,TX,117118.0,Gregg
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,3.0,2282006.0,ENDOCET TABS - 10MG OXYCODONE.HCL &,2006.0,2.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,3032006.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2006.0,3.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,3.0,3082006.0,ENDOCET OXYCODO HCL5MG&AC TAB,2006.0,3.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,4142006.0,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2006.0,4.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,4192006.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2006.0,4.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,5172006.0,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2006.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,5252006.0,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2006.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,6052006.0,HYDROCODONE BITARTRATE AND ACETA 5MG,2006.0,6.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,7282006.0,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2006.0,7.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,11072006.0,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2006.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,11062006.0,HYDROCODONE BITARTRATE AND ACETA 5MG,2006.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,1092007.0,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2007.0,1.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,2132007.0,VICOPROFEN TABLETS 7.5MG HYDROCODONE,2007.0,2.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,3022007.0,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2007.0,3.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,5082007.0,OXYCODONE HYDRCHLORIDE 40MG EXTENDED,2007.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,5292007.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,7032007.0,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2007.0,7.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,6.0,7272007.0,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2007.0,7.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,2.0,8102007.0,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2007.0,8.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,11092007.0,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2007.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,11012007.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2007.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,4.0,12202007.0,OXYCODONE HYDROCHLORIDE TABLETS 5MG,2007.0,12.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,1172008.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2008.0,1.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,2262008.0,"LORTAB 10MG/500MG/TAB,HYDROCOD.BIT.&",2008.0,2.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,4.0,2222008.0,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008.0,2.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,3142008.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008.0,3.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,2.0,3112008.0,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008.0,3.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,4282008.0,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008.0,4.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,7172008.0,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2008.0,7.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,7092008.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2008.0,7.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,7012008.0,HYDROCODONE BITARTRATE AND ACETA 5MG,2008.0,7.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,2.0,7082008.0,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008.0,7.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,8292008.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008.0,8.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,9242008.0,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008.0,9.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,11212008.0,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2008.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,11072008.0,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2008.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,11032008.0,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,2008.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,12122008.0,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2008.0,12.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,12262008.0,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2008.0,12.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,2092009.0,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,2009.0,2.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,2.0,2242009.0,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2009.0,2.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,8192009.0,HYDROCODONE BIT/ACETA 10MG/325MG USP,2009.0,8.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,8282009.0,OXYCODONE HYDROCHLORIDE TABLETS 5MG,2009.0,8.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,2.0,9082009.0,OXYCODONE HYDROCHLORIDE TABLETS 5MG,2009.0,9.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,9032009.0,HYDROCODONE BITARTRATE AND ACETA 5MG,2009.0,9.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,10192009.0,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2009.0,10.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,4.0,11302009.0,OXYCODONE HYDROCHLORIDE TABLETS 5MG,2009.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,11032009.0,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2009.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,11032009.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,11172009.0,ENDOCET TABS - 10MG OXYCODONE.HCL &,2009.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,2022010.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010.0,2.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,4282010.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010.0,4.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,5252010.0,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2010.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,6092010.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010.0,6.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,6162010.0,HYDROCODONE BITARTRATE AND ACETA 5MG,2010.0,6.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,9082010.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010.0,9.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9193.0,HYDROCODONE,1.0,9222010.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010.0,9.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72206.0,pulaski,S,9143.0,OXYCODONE,1.0,10052010.0,OXYCONTIN 20MG OXYCODONE HCL CR TABL,2010.0,10.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72117.0,pulaski,S,9143.0,OXYCODONE,5.0,2222006.0,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2006.0,2.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72117.0,pulaski,S,9193.0,HYDROCODONE,1.0,2092006.0,HYDROCODONE BITARTRATE AND ACETA 5MG,2006.0,2.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72117.0,pulaski,S,9193.0,HYDROCODONE,4.0,4202006.0,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2006.0,4.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72117.0,pulaski,S,9143.0,OXYCODONE,6.0,9072006.0,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2006.0,9.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72117.0,pulaski,S,9193.0,HYDROCODONE,1.0,8082008.0,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2008.0,8.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72117.0,pulaski,S,9193.0,HYDROCODONE,4.0,9032008.0,HYDROCODONE BIT/ACETA 5MG/325MG USP,2008.0,9.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72117.0,pulaski,S,9193.0,HYDROCODONE,1.0,1282009.0,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2009.0,1.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72117.0,pulaski,S,9193.0,HYDROCODONE,12.0,5042009.0,HYDROCODONE BIT/ACETA 5MG/325MG USP,2009.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72117.0,pulaski,S,9193.0,HYDROCODONE,12.0,5202009.0,HYDROCODONE BIT/ACETA 5MG/325MG USP,2009.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72117.0,pulaski,S,9193.0,HYDROCODONE,10.0,6032009.0,HYDROCODONE BIT/ACETA 5MG/325MG USP,2009.0,6.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9193.0,HYDROCODONE,1.0,3142006.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2006.0,3.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9193.0,HYDROCODONE,1.0,3282006.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2006.0,3.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,1.0,3032006.0,ENDOCET TABS - 10MG OXYCODONE.HCL &,2006.0,3.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,4.0,10172006.0,ENDOCET TABS - 10MG OXYCODONE.HCL &,2006.0,10.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,1.0,11092006.0,OXYCOD.HCL ER TABS;10MG/TAB,2006.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,2.0,11132006.0,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2006.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,371647.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9193.0,HYDROCODONE,1.0,6062007.0,"NORCO HYDROCODO.BIT./ACET.,10MG & 32",2007.0,6.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9193.0,HYDROCODONE,5.0,7162007.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2007.0,7.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,1.0,10092007.0,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2007.0,10.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9193.0,HYDROCODONE,1.0,2052008.0,HYDROCODONE BITARTRATE AND ACETA 7.5,2008.0,2.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,1.0,11032008.0,PERCOCET TABLETS 10MG OXYCODONE HCL/,2008.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,1.0,8052009.0,PERCOCET TABLETS 10MG OXYCODONE HCL/,2009.0,8.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,2.0,8052009.0,PERCOCET TABLETS 10MG OXYCODONE HCL/,2009.0,8.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,1.0,11132009.0,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2009.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,1.0,5182010.0,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2010.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9193.0,HYDROCODONE,1.0,7282010.0,HYDROCODONE BIT/ACETA 10MG/500MG USP,2010.0,7.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,2.0,8172010.0,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2010.0,8.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9193.0,HYDROCODONE,1.0,9032010.0,HYDROCODONE BIT/ACETA 10MG/500MG USP,2010.0,9.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9193.0,HYDROCODONE,1.0,10202010.0,HYDROCODONE BIT/ACETA 10MG/325MG USP,2010.0,10.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,1.0,11102010.0,OXYCONTIN 20MG OXYCODONE HCL CR TABL,2010.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,1.0,11032010.0,ENDOCET TABS - 10MG OXYCODONE.HCL &,2010.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72212.0,pulaski,S,9143.0,OXYCODONE,1.0,11052010.0,ENDOCET TABS - 10MG OXYCODONE.HCL &,2010.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72116.0,pulaski,S,9143.0,OXYCODONE,1.0,10232008.0,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008.0,10.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72116.0,pulaski,S,9193.0,HYDROCODONE,1.0,11192008.0,HYDROCODONE BIT./IBUPROFEN;7.5MG & 2,2008.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72116.0,pulaski,S,9143.0,OXYCODONE,3.0,11262008.0,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72201.0,pulaski,S,9193.0,HYDROCODONE,1.0,5252007.0,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,2007.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72201.0,pulaski,S,9193.0,HYDROCODONE,1.0,8022007.0,HYDROCODONE BITARTRATE AND ACETA 5MG,2007.0,8.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,373403.0,Pulaski
PM0001951,AR,72201.0,pulaski,S,9193.0,HYDROCODONE,1.0,1032008.0,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,2008.0,1.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72201.0,pulaski,S,9193.0,HYDROCODONE,1.0,4092008.0,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,2008.0,4.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,376567.0,Pulaski
PM0001951,AR,72201.0,pulaski,S,9193.0,HYDROCODONE,1.0,1212009.0,HYDROCODONE.BIT & ACETA  10MG & 500M,2009.0,1.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72114.0,pulaski,S,9143.0,OXYCODONE,2.0,4142009.0,OXYCODONE HYDROCHLORIDE 20MG TABS.,2009.0,4.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72114.0,pulaski,S,9143.0,OXYCODONE,7.0,8172009.0,OXYCODONE HYDROCHLORIDE TABLETS 5MG,2009.0,8.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72114.0,pulaski,S,9193.0,HYDROCODONE,1.0,10142009.0,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2009.0,10.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,380053.0,Pulaski
PM0001951,AR,72114.0,pulaski,S,9143.0,OXYCODONE,2.0,5282010.0,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2010.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72114.0,pulaski,S,9143.0,OXYCODONE,3.0,5032010.0,ENDOCET TABS;7.5MG OXYCODONE.HCL & 5,2010.0,5.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72114.0,pulaski,S,9143.0,OXYCODONE,1.0,7232010.0,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,2010.0,7.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
PM0001951,AR,72114.0,pulaski,S,9193.0,HYDROCODONE,5.0,11232010.0,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010.0,11.0,5,pulaski,Arkansas,5119,AR,AR | PULASKI,AR,51195,AR,383538.0,Pulaski
