REPORTER_DEA_NO,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,TRANSACTION_CODE,DRUG_CODE,DRUG_NAME,QUANTITY,TRANSACTION_DATE,Product_Name,year
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,4262010,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,4142010,OXYCODONE HYDROCHLORIDE 30MG TABLET,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,5.0,5042010,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,5182010,OXYCODONE HCL 20MG ER TABLETS,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,7152010,OXYCODONE HYDROCHLORIDE TABLETS 5MG,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,7282010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,7162010,OXYCONTIN 15MG CONTROLLED RELEASE OX,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,7212010,OXYCONTIN 60MG COTROLLED RELEASE OXY,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,8302010,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,8122010,OXYCODONE HCL 15MG TABLETS,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,11192010,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,11152010,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,11172010,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,12062010,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,12162010,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,12152010,HYDROCODONE BITARTRATE AND ACETA 7.5,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,12162010,ENDOCET TABS - 10MG OXYCODONE.HCL &,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,2.0,1132011,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,1312011,HYDROCODONE/APAP 7.5MG/200MG TABS.,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,10.0,2082011,OXYCODONE HYDROCHLORIDE 30MG TABLET,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,2182011,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,3092011,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,7.0,4292011,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,5032011,ANEXSIA.HYDROCODONE.BITARTRATE.10MG/,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,5042011,OXYCODONE HCI 5MG TABLETS,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,8.0,5042011,OXYCODONE HYDROCHLORIDE TABLETS USP,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,6012011,OXYCODONE HCI 10MG TABLETS USP,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,6202011,OXYCONTIN 20MG OXYCODONE HCL CR TABL,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,2.0,7272011,"NORCO HYDROCODO.BIT./ACET.,10MG & 32",2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,7272011,OXYCONTIN 20MG OXYCODONE HCL CR TABL,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,2.0,8222011,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,8292011,"NORCO HYDROCODO.BIT./ACET.,10MG & 32",2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,8232011,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,8012011,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,6.0,9022011,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,9132011,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,11212011,"OXYCODONE HCL 30MG TABLETS, 100 CT",2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,11152011,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,11022011,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,11072011,IBUDONE/HYDROCODONE BIT./IBUPROFEN,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,11212011,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,12192011,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,12092011,OXYCONTIN 15MG OXYCODONE HCL CR TABL,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,12192011,OXYCONTIN 40MG OXYCODONE HCL CR TABL,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,1102012,"OXYCODONE HCL 30MG TABLETS, 100 CT",2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,1172012,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2012
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,2.0,2202012,HYDROCODONE BITARTRATE AND ACETA 5MG,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,3272012,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,3232012,OXYCODONE HCL 30MG USP TABLETS,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,4092012,"OXYCODONE HCL 15MG TABLETS, 100 CT",2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,4172012,OXYCONTIN 40MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,5082012,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2012
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,7172012,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2012
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,7272012,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,7032012,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2012
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,9252012,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2012
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,9182012,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,9202012,OXYCONTIN 15MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,9182012,OXYCONTIN 60MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,10122012,ANEXSIA.HYDROCODONE.BITARTRATE.10MG/,2012
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,10052012,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,10052012,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,10022012,PERCOCET TABLETS 10MG OXYCODONE HCL/,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,11122012,"OXYCODONE HCL 5MG TABLETS, USP",2012
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,12172012,HYDROCODONE BIT/ACETA 7.5MG/500MG US,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,12192012,OXYCONTIN 80MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,1302007,OXYCODONE HCL 40MG TABS,2007
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,4172007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,4282007,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,4172007,OXYCODONE HYDROCHLORIDE TABLETS USP,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,4252007,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,4172007,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2007
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,5052007,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,5292007,OXYCODONE & ASPIRIN 4.5MG OXYCOD.HCL,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,5172007,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,5032007,ENDOCET TABS - 10MG OXYCODONE.HCL &,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,6152007,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,6192007,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,8292007,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,9212007,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,11022007,ROXICET - OXYCODONE.HCL & ACETA 5MG/,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,11172007,OXYCODONE HYDROCHLORIDE - ER - 80MG/,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,12222007,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2007
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,1242008,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,1292008,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,5.0,1052008,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,1122008,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,2052008,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,2142008,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,2252008,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,3062008,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,3282008,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,5062008,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,5232008,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,7082008,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,6.0,8272008,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,8022008,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,9242008,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,10312008,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2008
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,5.0,2202009,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,2092009,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,4132009,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,4182009,ENDOCET TABS - 10MG OXYCODONE.HCL &,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,5.0,5052009,OXYCODONE HYDROCHLORIDE 30MG TABLET,2009
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,5292009,HYDROCODO.BIT 10MG&AC TAB,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,5292009,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,6032009,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,6132009,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2009
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,6022009,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,7222009,ROXICET - OXYCODONE.HCL & ACETA 5MG/,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,7222009,OXYCONTIN 60MG COTROLLED RELEASE OXY,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,8262009,OXYCODONE & ASPIRIN 4.5MG OXYCOD.HCL,2009
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,8142009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,9282009,OXYCODONE HYDROCHLORIDE 30MG TABLET,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,9242009,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,5.0,10132009,OXYCODONE HYDROCHLORIDE 30MG TABLET,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,11052009,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,11272009,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,12022009,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,1132010,OXYCODONE HYDROCHLORIDE TABLETS 5MG,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,1072010,OXYCODONE HYDROCHLORIDE 30MG TABLET,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,1042010,OXYCODONE & ASPIRIN 4.5MG OXYCOD.HCL,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,1042010,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,2082010,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,4212010,HYDROCODONE BIT./IBUPROFEN;7.5MG & 2,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,15.0,4032010,OXYCODONE HYDROCHLORIDE USP 30MG TAB,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,4292010,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,4222010,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,20.0,5152010,OXYCODONE HYDROCHLORIDE USP 30MG TAB,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,5.0,5202010,OXYCODONE HYDROCHLORIDE USP 30MG TAB,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,6262010,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,8092010,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,8142010,ENDOCET TABS;7.5MG OXYCODONE.HCL & 5,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,9102010,HYDROCODONE BIT./IBUPROFEN;7.5MG & 2,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,9212010,OXYCODONE HYDROCHLORIDE 30MG TABLET,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,10122010,OXYCODONE HYDROCHLORIDE 30MG TABLET,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,10152010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,11062010,HYDROCODONE BIT./IBUPROFEN;7.5MG & 2,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,11302010,OXYCODONE HYDROCHLORIDE TABLETS 5MG,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,11112010,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,12062010,HYDROCODONE BIT/ACETA 10MG/500MG USP,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,12162010,OXYCODONE HCL 5MG USP TABLETS,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,3032011,OXYCONTIN 20MG OXYCODONE HCL CR TABL,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,5042011,OXYCODONE HCI 5MG TABLETS,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,6012011,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,6212011,OXYCODONE HYDROCHLORIDE 30MG TABLET,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,7132011,ROXICET - OXYCODONE.HCL & ACETA 5MG/,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,9192011,OXYCODONE HCI 5MG TABLETS,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,9092011,OXYCODONE HCL 5MG USP TABLETS,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,9012011,OXYCONTIN 80MG OXYCODONE HCL CR TABL,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,9122011,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,10182011,OXYCODONE HYDROCHLORIDE TABLETS 5MG,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,10252011,OXYCONTIN 40MG OXYCODONE HCL CR TABL,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,11152011,OXYCONTIN 80MG OXYCODONE HCL CR TABL,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,12272011,OXYCODONE HYDROCHLORIDE 30MG TABLET,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,12292011,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,1172012,OXYCONTIN 10MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,3142012,OXYCONTIN 80MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,5242012,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,6292012,OXYCONTIN 60MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,6142012,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,6282012,ENDOCET TABS;7.5MG OXYCODONE.HCL & 5,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,8.0,7192012,"OXYCODONE HCL 15MG TABLETS, 100 CT",2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,8.0,7062012,"OXYCODONE HCL 30MG TABLETS, 100 CT",2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,7242012,OXYCONTIN 60MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,7102012,OXYCONTIN 80MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,7072012,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2012
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,4.0,8082012,HYDROCODONE/IBUPROFEN 7.5MG/200MG TA,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,8102012,OXYCONTIN 20MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,8082012,ENDOCET TABS - 10MG OXYCODONE.HCL &,2012
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,10032012,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,10062012,OXYCONTIN 40MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,10082012,OXYCONTIN 40MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,10.0,11072012,"OXYCODONE HCL 30MG TABLETS, 100 CT",2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,11292012,OXYCONTIN 30MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,12062012,OXYCONTIN 40MG OXYCODONE HCL CR TABL,2012
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,6.0,10302009,OXYCODONE HYDROCHLORIDE USP 30MG TAB,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,12312009,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,12232009,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2009
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,1132010,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,2252010,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,3112010,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,6082010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,9232010,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,9222010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,10122010,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2010
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,18.0,11022010,OXYCODONE HYDROCHLORIDE 30MG TABLET,2010
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,1262011,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,2162011,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,2252011,OXYCONTIN 60MG OXYCODONE HCL CR TABL,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,6.0,3212011,OXYCODONE HYDROCHLORIDE 30MG TABLET,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,3162011,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,3022011,ENDOCET TABS - 10MG OXYCODONE.HCL &,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,1.0,4202011,OXYCODONE HCL/ACETAMINOPHEN 2.5MG/32,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,3.0,4292011,OXYCONTIN 40MG OXYCODONE HCL CR TABL,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,10.0,5122011,OXYCODONE HYDROCHLORIDE 30MG TABLET,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,6.0,5242011,OXYCODONE HYDROCHLORIDE 30MG TABLET,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,2.0,6242011,ENDOCET TABS;7.5MG OXYCODONE.HCL & 5,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,5.0,7192011,ENDOCET - 10MG OXYCODONE.HCL/325MG A,2011
PM0000771,FL,33805,POLK,S,9143,OXYCODONE,4.0,8022011,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,8052011,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,8022011,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2011
PM0000771,FL,33805,POLK,S,9193,HYDROCODONE,1.0,9212011,HYDROCODONE BIT/ACETA 5MG/325MG USP,2011
